"Data_Pagamento","Id_Noleggio"
"2022-07-05",900093
"2022-06-19",900094
"2022-06-15",900095
"2022-05-20",900096
"2022-08-14",900097
"2022-07-06",900098
"2022-07-18",900099
"2022-07-21",900100
"2022-08-14",900101
"2022-06-26",900102
"2022-06-04",900103
"2022-08-14",900104
"2022-05-28",900105
"2022-07-24",900106
"2022-06-17",900107
"2022-08-01",900108
"2022-05-17",900109
"2022-06-15",900110
"2022-08-15",900111
"2022-07-04",900112
"2022-08-15",900113
"2022-07-18",900114
"2022-07-15",900115
"2022-06-11",900116
"2022-05-30",900117
"2022-07-03",900118
"2022-07-13",900119
"2022-06-21",900120
"2022-07-02",900121
"2022-05-22",900122
"2022-08-04",900123
"2022-06-02",900124
"2022-08-05",900125
"2022-07-04",900126
"2022-07-04",900127
"2022-06-12",900128
"2022-06-19",900129
"2022-07-14",900130
"2022-06-12",900131
"2022-06-19",900132
"2022-08-01",900133
"2022-06-22",900134
"2022-05-19",900135
"2022-05-24",900136
"2022-06-24",900137
"2022-08-01",900138
"2022-07-09",900139
"2022-07-17",900140
"2022-07-01",900141
"2022-05-22",900142
"2022-05-31",900143
"2022-08-04",900144
"2022-08-08",900145
"2022-07-15",900146
"2022-07-25",900147
"2022-07-16",900148
"2022-06-07",900149
"2022-06-30",900150
"2022-07-31",900151
"2022-06-18",900152
"2022-06-12",900153
"2022-07-12",900154
"2022-08-02",900155
"2022-06-15",900156
"2022-05-28",900157
"2022-06-30",900158
"2022-06-09",900159
"2022-07-03",900160
"2022-08-17",900161
"2022-07-06",900162
"2022-07-28",900163
"2022-06-09",900164
"2022-05-31",900165
"2022-07-10",900166
"2022-06-20",900167
"2022-06-25",900168
"2022-07-16",900169
"2022-08-06",900170
"2022-08-03",900171
"2022-07-04",900172
"2022-08-11",900173
"2022-08-09",900174
"2022-06-28",900175
"2022-05-27",900176
"2022-07-05",900177
"2022-06-25",900178
"2022-06-21",900179
"2022-06-23",900180
"2022-08-04",900181
"2022-06-12",900182
"2022-07-11",900183
"2022-05-16",900184
"2022-05-21",900185
"2022-08-04",900186
"2022-06-22",900187
"2022-07-30",900188
"2022-07-05",900189
"2022-05-24",900190
"2022-06-30",900191
"2022-07-14",900192
"2022-06-26",900193
"2022-06-08",900194
"2022-05-16",900195
"2022-08-16",900196
"2022-07-23",900197
"2022-07-27",900198
"2022-05-17",900199
"2022-07-22",900200
"2022-06-05",900201
"2022-06-26",900202
"2022-07-08",900203
"2022-07-21",900204
"2022-08-09",900205
"2022-05-26",900206
"2022-06-19",900207
"2022-05-23",900208
"2022-05-18",900209
"2022-06-23",900210
"2022-07-26",900211
"2022-07-31",900212
"2022-08-15",900213
"2022-06-19",900214
"2022-07-09",900215
"2022-08-08",900216
"2022-06-06",900217
"2022-08-06",900218
"2022-06-08",900219
"2022-07-08",900220
"2022-07-12",900221
"2022-07-23",900222
"2022-07-14",900223
"2022-05-21",900224
"2022-05-26",900225
"2022-05-30",900226
"2022-05-28",900227
"2022-07-12",900228
"2022-07-23",900229
"2022-06-09",900230
"2022-07-19",900231
"2022-06-12",900232
"2022-07-25",900233
"2022-08-06",900234
"2022-05-21",900235
"2022-08-01",900236
"2022-06-29",900237
"2022-06-13",900238
"2022-07-08",900239
"2022-05-27",900240
"2022-06-20",900241
"2022-05-31",900242
"2022-06-30",900243
"2022-08-05",900244
"2022-08-05",900245
"2022-08-02",900246
"2022-07-11",900247
"2022-06-03",900248
"2022-08-15",900249
"2022-07-21",900250
"2022-06-05",900251
"2022-05-31",900252
"2022-06-21",900253
"2022-08-10",900254
"2022-05-26",900255
"2022-08-11",900256
"2022-06-07",900257
"2022-05-20",900258
"2022-05-22",900259
"2022-07-10",900260
"2022-06-27",900261
"2022-06-01",900262
"2022-07-21",900263
"2022-07-11",900264
"2022-06-19",900265
"2022-07-14",900266
"2022-07-19",900267
"2022-05-23",900268
"2022-07-31",900269
"2022-07-21",900270
"2022-08-13",900271
"2022-07-19",900272
"2022-07-28",900273
"2022-05-29",900274
"2022-08-03",900275
"2022-06-30",900276
"2022-06-11",900277
"2022-08-11",900278
"2022-06-26",900279
"2022-07-27",900280
"2022-06-16",900281
"2022-08-10",900282
"2022-08-02",900283
"2022-06-22",900284
"2022-07-26",900285
"2022-05-31",900286
"2022-06-24",900287
"2022-05-28",900288
"2022-07-10",900289
"2022-05-27",900290
"2022-05-17",900291
"2022-07-11",900292
"2022-07-30",900293
"2022-07-19",900294
"2022-07-03",900295
"2022-05-18",900296
"2022-07-10",900297
"2022-06-26",900298
"2022-07-13",900299
"2022-08-01",900300
"2022-06-16",900301
"2022-07-30",900302
"2022-05-29",900303
"2022-05-28",900304
"2022-06-27",900305
"2022-07-06",900306
"2022-07-05",900307
"2022-07-21",900308
"2022-06-06",900309
"2022-06-21",900310
"2022-06-05",900311
"2022-06-13",900312
"2022-07-03",900313
"2022-06-16",900314
"2022-06-08",900315
"2022-06-08",900316
"2022-06-09",900317
"2022-08-01",900318
"2022-07-21",900319
"2022-06-03",900320
"2022-05-16",900321
"2022-07-22",900322
"2022-07-12",900323
"2022-08-03",900324
"2022-06-11",900325
"2022-07-23",900326
"2022-05-27",900327
"2022-07-04",900328
"2022-10-19",900329
"2022-12-14",900330
"2023-01-02",900331
"2022-11-10",900332
"2022-10-24",900333
"2022-11-07",900334
"2022-10-31",900335
"2022-11-01",900336
"2023-01-03",900337
"2022-10-20",900338
"2022-11-21",900339
"2022-11-30",900340
"2022-11-14",900341
"2022-11-14",900342
"2023-01-10",900343
"2022-12-28",900344
"2023-01-14",900345
"2022-12-15",900346
"2022-11-19",900347
"2022-11-14",900348
"2022-12-05",900349
"2022-10-24",900350
"2022-12-26",900351
"2022-12-08",900352
"2022-12-24",900353
"2022-12-09",900354
"2022-10-19",900355
"2022-12-02",900356
"2022-11-07",900357
"2022-11-30",900358
"2022-12-26",900359
"2022-12-20",900360
"2022-12-01",900361
"2022-12-14",900362
"2022-12-11",900363
"2022-12-01",900364
"2022-10-25",900365
"2022-10-24",900366
"2022-12-15",900367
"2022-11-05",900368
"2023-01-02",900369
"2022-12-11",900370
"2022-12-06",900371
"2022-10-30",900372
"2022-12-08",900373
"2022-11-12",900374
"2022-11-16",900375
"2022-11-02",900376
"2022-11-22",900377
"2023-01-09",900378
"2023-01-17",900379
"2023-01-04",900380
"2022-10-25",900381
"2023-01-15",900382
"2022-11-25",900383
"2023-01-02",900384
"2022-11-27",900385
"2022-10-24",900386
"2022-11-20",900387
"2022-12-12",900388
"2022-11-23",900389
"2022-11-10",900390
"2022-11-16",900391
"2022-12-30",900392
"2023-01-05",900393
"2022-10-18",900394
"2022-11-16",900395
"2022-12-30",900396
"2022-10-18",900397
"2023-01-12",900398
"2022-12-29",900399
"2022-12-04",900400
"2022-11-23",900401
"2022-10-26",900402
"2022-10-28",900403
"2023-01-07",900404
"2022-11-10",900405
"2023-01-15",900406
"2022-12-26",900407
"2022-11-22",900408
"2022-11-26",900409
"2022-12-13",900410
"2022-12-02",900411
"2022-12-05",900412
"2022-10-29",900413
"2022-12-22",900414
"2022-11-02",900415
"2022-11-24",900416
"2022-10-25",900417
"2022-11-21",900418
"2023-01-07",900419
"2022-12-08",900420
"2022-12-10",900421
"2023-01-02",900422
"2023-01-08",900423
"2022-11-18",900424
"2022-12-10",900425
"2022-12-11",900426
"2022-12-30",900427
"2022-12-06",900428
"2023-01-11",900429
"2022-11-29",900430
"2022-11-21",900431
"2023-01-08",900432
"2023-01-14",900433
"2022-12-31",900434
"2022-12-07",900435
"2022-11-03",900436
"2022-12-03",900437
"2022-12-23",900438
"2022-12-24",900439
"2022-12-12",900440
"2022-10-26",900441
"2022-12-24",900442
"2022-11-05",900443
"2022-12-18",900444
"2022-10-17",900445
"2022-12-25",900446
"2023-01-04",900447
"2022-11-23",900448
"2023-01-10",900449
"2022-12-09",900450
"2022-11-24",900451
"2022-12-01",900452
"2022-11-21",900453
"2022-11-16",900454
"2022-12-07",900455
"2022-11-08",900456
"2022-11-22",900457
"2022-12-07",900458
"2022-12-13",900459
"2022-11-12",900460
"2022-10-30",900461
"2023-01-10",900462
"2022-11-22",900463
"2023-01-02",900464
"2022-12-21",900465
"2022-11-08",900466
"2022-11-26",900467
"2023-01-06",900468
"2022-11-22",900469
"2022-12-19",900470
"2022-12-19",900471
"2023-01-01",900472
"2022-10-31",900473
"2022-11-17",900474
"2023-01-11",900475
"2022-12-09",900476
"2022-11-17",900477
"2022-12-19",900478
"2022-12-11",900479
"2022-10-30",900480
"2023-01-09",900481
"2022-12-10",900482
"2022-12-02",900483
"2022-12-23",900484
"2022-12-12",900485
"2022-10-29",900486
"2022-10-23",900487
"2022-12-17",900488
"2022-11-29",900489
"2022-11-11",900490
"2022-11-25",900491
"2022-10-19",900492
"2022-11-12",900493
"2022-10-20",900494
"2023-01-06",900495
"2023-01-09",900496
"2022-11-11",900497
"2022-11-16",900498
"2022-12-23",900499
"2022-11-03",900500
"2023-01-09",900501
"2022-10-22",900502
"2022-12-17",900503
"2022-12-02",900504
"2022-11-23",900505
"2022-10-25",900506
"2022-12-04",900507
"2022-11-10",900508
"2022-11-23",900509
"2023-01-07",900510
"2022-11-28",900511
"2023-01-05",900512
"2022-12-19",900513
"2022-11-03",900514
"2022-12-03",900515
"2022-10-26",900516
"2023-01-01",900517
"2022-12-09",900518
"2023-01-09",900519
"2022-11-16",900520
"2022-12-24",900521
"2022-11-25",900522
"2022-11-03",900523
"2022-10-28",900524
"2022-10-29",900525
"2023-01-04",900526
"2022-12-09",900527
"2022-10-24",900528
"2022-11-15",900529
"2022-12-23",900530
"2022-11-25",900531
"2022-11-23",900532
"2022-11-15",900533
"2022-10-30",900534
"2022-11-28",900535
"2022-12-18",900536
"2022-10-20",900537
"2022-11-09",900538
"2022-10-25",900539
"2022-10-29",900540
"2022-11-15",900541
"2022-11-08",900542
"2022-10-19",900543
"2022-12-08",900544
"2022-12-16",900545
"2022-12-06",900546
"2022-12-25",900547
"2022-11-03",900548
"2023-01-02",900549
"2022-12-21",900550
"2022-11-29",900551
"2022-12-15",900552
"2022-12-05",900553
"2022-10-27",900554
"2022-12-04",900555
"2023-01-07",900556
"2022-12-05",900557
"2022-10-30",900558
"2022-12-28",900559
"2022-11-07",900560
"2022-12-08",900561
"2022-11-10",900562
"2022-10-21",900563
"2022-11-11",900564
"2022-12-04",900565
"2023-01-07",900566
"2022-12-08",900567
"2022-12-18",900568
"2022-12-15",900569
"2022-12-20",900570
"2023-01-06",900571
"2023-01-01",900572
"2022-10-30",900573
"2023-01-12",900574
"2022-12-16",900575
"2022-12-19",900576
"2023-01-13",900577
"2023-01-07",900578
"2022-12-25",900579
"2022-11-18",900580
"2022-12-31",900581
"2022-12-24",900582
"2022-11-24",900583
"2022-12-06",900584
"2022-11-11",900585
"2023-01-04",900586
"2022-11-08",900587
"2022-10-29",900588
"2023-01-09",900589
"2022-10-31",900590
"2022-10-19",900591
"2022-10-18",900592
"2023-01-03",900593
"2022-12-07",900594
"2023-01-11",900595
"2022-12-20",900596
"2022-11-29",900597
"2022-10-24",900598
"2022-12-19",900599
"2022-11-26",900600
"2022-11-22",900601
"2022-10-23",900602
"2023-01-13",900603
"2022-12-06",900604
"2023-01-04",900605
"2022-12-22",900606
"2022-11-03",900607
"2022-12-16",900608
"2023-01-11",900609
"2023-01-02",900610
"2022-10-25",900611
"2022-10-19",900612
"2022-10-18",900613
"2022-10-16",900614
"2022-12-07",900615
"2022-11-01",900616
"2022-11-27",900617
"2022-12-11",900618
"2022-11-26",900619
"2022-12-29",900620
"2023-01-11",900621
"2022-11-02",900622
"2022-11-11",900623
"2022-12-18",900624
"2022-11-27",900625
"2022-12-15",900626
"2023-01-03",900627
"2022-12-21",900628
"2022-10-29",900629
"2022-12-18",900630
"2022-11-12",900631
"2023-01-02",900632
"2022-10-23",900633
"2022-10-28",900634
"2022-11-05",900635
"2022-11-06",900636
"2022-11-05",900637
"2022-11-22",900638
"2022-11-25",900639
"2022-11-25",900640
"2022-12-30",900641
"2023-01-13",900642
"2022-11-14",900643
"2022-12-31",900644
"2022-12-30",900645
"2022-12-28",900646
"2022-11-12",900647
"2022-12-03",900648
"2022-12-03",900649
"2022-11-05",900650
"2022-10-24",900651
"2022-11-18",900652
"2022-11-06",900653
"2022-12-24",900654
"2022-11-08",900655
"2022-11-11",900656
"2023-01-01",900657
"2022-11-26",900658
"2022-12-30",900659
"2023-01-12",900660
"2023-01-06",900661
"2022-10-23",900662
"2022-11-08",900663
"2022-10-31",900664
"2023-01-08",900665
"2023-01-05",900666
"2022-11-12",900667
"2022-11-18",900668
"2023-01-05",900669
"2022-12-05",900670
"2022-12-23",900671
"2023-01-06",900672
"2022-12-11",900673
"2022-12-30",900674
"2023-01-07",900675
"2022-11-23",900676
"2022-12-24",900677
"2022-10-28",900678
"2022-12-11",900679
"2022-12-31",900680
"2022-11-14",900681
"2023-01-15",900682
"2022-10-26",900683
"2022-11-23",900684
"2023-01-16",900685
"2022-12-19",900686
"2022-10-26",900687
"2022-12-09",900688
"2022-12-31",900689
"2022-12-02",900690
"2022-11-20",900691
"2022-12-24",900692
"2022-12-25",900693
"2022-10-28",900694
"2022-10-25",900695
"2022-12-18",900696
"2022-12-26",900697
"2022-12-20",900698
"2022-12-05",900699
"2022-10-20",900700
"2022-11-24",900701
"2022-11-07",900702
"2023-01-06",900703
"2023-01-03",900704
"2022-11-10",900705
"2022-12-15",900706
"2022-12-23",900707
"2022-10-29",900708
"2023-01-11",900709
"2022-11-26",900710
"2022-12-19",900711
"2022-11-22",900712
"2022-12-24",900713
"2022-12-24",900714
"2022-10-17",900715
"2022-10-16",900716
"2023-01-07",900717
"2022-11-16",900718
"2022-10-27",900719
"2023-01-12",900720
"2022-12-07",900721
"2022-11-27",900722
"2022-12-01",900723
"2022-12-14",900724
"2023-01-05",900725
"2022-11-02",900726
"2022-12-12",900727
"2022-12-24",900728
"2022-11-25",900729
"2022-11-09",900730
"2022-11-03",900731
"2022-11-16",900732
"2022-11-29",900733
"2022-10-24",900734
"2022-11-01",900735
"2022-12-19",900736
"2022-12-25",900737
"2022-10-16",900738
"2022-11-27",900739
"2022-11-30",900740
"2022-10-24",900741
"2022-12-01",900742
"2022-11-06",900743
"2022-11-23",900744
"2022-11-09",900745
"2022-11-30",900746
"2022-12-15",900747
"2022-10-28",900748
"2022-12-15",900749
"2022-11-02",900750
"2022-12-17",900751
"2022-10-29",900752
"2022-11-06",900753
"2022-10-26",900754
"2022-11-20",900755
"2022-10-26",900756
"2023-01-09",900757
"2022-12-27",900758
"2022-10-19",900759
"2022-11-28",900760
"2022-11-25",900761
"2022-11-04",900762
"2022-11-21",900763
"2022-10-24",900764
"2022-10-25",900765
"2022-12-20",900766
"2022-10-26",900767
"2022-12-20",900768
"2022-11-17",900769
"2022-11-22",900770
"2022-11-16",900771
"2022-10-26",900772
"2023-01-08",900773
"2022-12-19",900774
"2022-11-22",900775
"2023-01-07",900776
"2023-01-14",900777
"2022-10-20",900778
"2023-01-05",900779
"2022-12-10",900780
"2022-11-28",900781
"2022-12-05",900782
"2022-12-08",900783
"2022-10-18",900784
"2022-11-17",900785
"2022-11-04",900786
"2022-11-18",900787
"2022-10-18",900788
"2022-12-25",900789
"2022-12-24",900790
"2023-01-03",900791
"2022-12-19",900792
"2022-12-06",900793
"2022-12-03",900794
"2022-11-27",900795
"2022-10-20",900796
"2022-12-30",900797
"2022-12-03",900798
"2022-12-27",900799
"2022-11-03",900800
"2022-11-17",900801
"2022-12-13",900802
"2022-11-25",900803
"2022-10-19",900804
"2022-12-05",900805
"2022-12-14",900806
"2022-11-13",900807
"2022-11-14",900808
"2022-10-31",900809
"2022-12-22",900810
"2022-12-18",900811
"2023-01-04",900812
"2023-01-10",900813
"2022-11-18",900814
"2022-12-03",900815
"2023-01-07",900816
"2022-10-22",900817
"2022-12-23",900818
"2023-01-13",900819
"2022-12-20",900820
"2023-01-09",900821
"2022-10-19",900822
"2022-11-14",900823
"2022-12-02",900824
"2022-12-17",900825
"2022-10-18",900826
"2022-11-25",900827
"2023-01-03",900828
"2023-01-06",900829
"2023-01-11",900830
"2022-10-31",900831
"2022-12-10",900832
"2023-01-04",900833
"2022-10-21",900834
"2022-11-15",900835
"2022-11-03",900836
"2023-01-11",900837
"2023-01-14",900838
"2023-01-04",900839
"2022-12-24",900840
"2022-11-16",900841
"2022-11-26",900842
"2022-11-05",900843
"2022-10-25",900844
"2022-10-19",900845
"2022-12-27",900846
"2022-12-11",900847
"2022-12-11",900848
"2022-12-07",900849
"2022-11-03",900850
"2022-11-21",900851
"2022-12-06",900852
"2023-07-16",900853
"2023-08-14",900854
"2023-04-21",900855
"2023-08-18",900856
"2023-05-26",900857
"2023-07-08",900858
"2023-09-04",900859
"2023-06-12",900860
"2023-05-27",900861
"2023-07-09",900862
"2023-08-09",900863
"2023-07-10",900864
"2023-09-13",900865
"2023-05-14",900866
"2023-08-30",900867
"2023-08-14",900868
"2023-08-24",900869
"2023-07-20",900870
"2023-08-15",900871
"2023-04-30",900872
"2023-08-13",900873
"2023-08-09",900874
"2023-07-25",900875
"2023-07-08",900876
"2023-05-31",900877
"2023-10-08",900878
"2023-08-31",900879
"2023-04-23",900880
"2023-08-11",900881
"2023-09-15",900882
"2023-06-29",900883
"2023-05-05",900884
"2023-05-04",900885
"2023-10-05",900886
"2023-09-11",900887
"2023-08-26",900888
"2023-05-01",900889
"2023-06-20",900890
"2023-07-22",900891
"2023-08-27",900892
"2023-08-06",900893
"2023-05-27",900894
"2023-10-07",900895
"2023-06-02",900896
"2023-06-07",900897
"2023-09-18",900898
"2023-07-06",900899
"2023-07-23",900900
"2023-05-09",900901
"2023-04-23",900902
"2023-08-13",900903
"2023-09-08",900904
"2023-06-29",900905
"2023-09-29",900906
"2023-07-06",900907
"2023-06-03",900908
"2023-07-16",900909
"2023-06-29",900910
"2023-05-19",900911
"2023-06-11",900912
"2023-06-22",900913
"2023-04-27",900914
"2023-08-17",900915
"2023-05-16",900916
"2023-08-30",900917
"2023-04-22",900918
"2023-05-10",900919
"2023-10-12",900920
"2023-09-16",900921
"2023-09-30",900922
"2023-09-16",900923
"2023-08-11",900924
"2023-04-17",900925
"2023-06-01",900926
"2023-10-12",900927
"2023-10-10",900928
"2023-04-22",900929
"2023-08-11",900930
"2023-07-09",900931
"2023-06-15",900932
"2023-06-08",900933
"2023-07-07",900934
"2023-10-05",900935
"2023-05-30",900936
"2023-07-13",900937
"2023-05-02",900938
"2023-09-05",900939
"2023-08-08",900940
"2023-05-05",900941
"2023-09-21",900942
"2023-06-10",900943
"2023-04-21",900944
"2023-05-27",900945
"2023-07-15",900946
"2023-09-09",900947
"2023-10-15",900948
"2023-05-11",900949
"2023-10-05",900950
"2023-04-29",900951
"2023-09-05",900952
"2023-09-09",900953
"2023-10-01",900954
"2023-06-18",900955
"2023-10-14",900956
"2023-08-24",900957
"2023-08-15",900958
"2023-07-04",900959
"2023-04-24",900960
"2023-07-06",900961
"2023-05-01",900962
"2023-07-25",900963
"2023-05-11",900964
"2023-08-14",900965
"2023-04-21",900966
"2023-10-01",900967
"2023-08-13",900968
"2023-08-31",900969
"2023-10-01",900970
"2023-05-11",900971
"2023-06-04",900972
"2023-05-16",900973
"2023-09-26",900974
"2023-09-24",900975
"2023-09-30",900976
"2023-05-16",900977
"2023-07-04",900978
"2023-09-13",900979
"2023-04-29",900980
"2023-09-21",900981
"2023-05-07",900982
"2023-05-09",900983
"2023-07-15",900984
"2023-07-13",900985
"2023-05-20",900986
"2023-10-02",900987
"2023-04-18",900988
"2023-05-14",900989
"2023-07-10",900990
"2023-08-23",900991
"2023-06-21",900992
"2023-06-23",900993
"2023-05-29",900994
"2023-06-08",900995
"2023-06-12",900996
"2023-06-10",900997
"2023-06-16",900998
"2023-07-03",900999
"2023-10-02",901000
"2023-09-27",901001
"2023-05-18",901002
"2023-04-28",901003
"2023-08-20",901004
"2023-09-01",901005
"2023-07-31",901006
"2023-07-20",901007
"2023-05-28",901008
"2023-07-13",901009
"2023-04-21",901010
"2023-08-02",901011
"2023-06-26",901012
"2023-07-01",901013
"2023-07-26",901014
"2023-07-18",901015
"2023-07-10",901016
"2023-10-07",901017
"2023-07-07",901018
"2023-10-12",901019
"2023-08-12",901020
"2023-08-25",901021
"2023-09-02",901022
"2023-06-21",901023
"2023-10-04",901024
"2023-08-10",901025
"2023-06-22",901026
"2023-07-16",901027
"2023-09-20",901028
"2023-05-19",901029
"2023-08-31",901030
"2023-09-21",901031
"2023-07-04",901032
"2023-09-05",901033
"2023-07-26",901034
"2023-10-17",901035
"2023-06-23",901036
"2023-05-02",901037
"2023-06-17",901038
"2023-07-14",901039
"2023-09-16",901040
"2023-07-13",901041
"2023-06-04",901042
"2023-06-12",901043
"2023-09-13",901044
"2023-06-03",901045
"2023-05-24",901046
"2023-09-15",901047
"2023-09-01",901048
"2023-04-17",901049
"2023-08-27",901050
"2023-08-29",901051
"2023-08-19",901052
"2023-08-14",901053
"2023-08-24",901054
"2023-09-20",901055
"2023-08-11",901056
"2023-10-15",901057
"2023-09-24",901058
"2023-05-11",901059
"2023-07-28",901060
"2023-07-08",901061
"2023-10-11",901062
"2023-06-25",901063
"2023-08-13",901064
"2023-07-21",901065
"2023-06-11",901066
"2023-07-25",901067
"2023-05-02",901068
"2023-06-02",901069
"2023-06-10",901070
"2023-06-12",901071
"2023-05-19",901072
"2023-08-27",901073
"2023-04-19",901074
"2023-08-04",901075
"2023-08-06",901076
"2023-06-04",901077
"2023-05-02",901078
"2023-05-01",901079
"2023-09-18",901080
"2023-09-18",901081
"2023-10-08",901082
"2023-09-21",901083
"2023-07-21",901084
"2023-09-11",901085
"2023-06-23",901086
"2023-05-31",901087
"2023-06-27",901088
"2023-06-06",901089
"2023-08-18",901090
"2023-07-21",901091
"2023-04-17",901092
"2023-10-03",901093
"2023-10-07",901094
"2023-06-06",901095
"2023-06-02",901096
"2023-08-22",901097
"2023-05-02",901098
"2023-06-29",901099
"2023-06-05",901100
"2023-05-08",901101
"2023-06-04",901102
"2023-09-04",901103
"2023-08-13",901104
"2023-05-17",901105
"2023-07-27",901106
"2023-10-03",901107
"2023-06-25",901108
"2023-08-15",901109
"2023-07-24",901110
"2023-05-26",901111
"2023-09-28",901112
"2023-09-22",901113
"2023-06-16",901114
"2023-09-27",901115
"2023-05-24",901116
"2023-08-19",901117
"2023-06-07",901118
"2023-06-19",901119
"2023-09-06",901120
"2023-08-09",901121
"2023-06-17",901122
"2023-10-14",901123
"2023-07-09",901124
"2023-06-15",901125
"2023-09-01",901126
"2023-08-04",901127
"2023-07-04",901128
"2023-09-03",901129
"2023-05-23",901130
"2023-08-23",901131
"2023-06-29",901132
"2023-05-26",901133
"2023-05-25",901134
"2023-07-12",901135
"2023-05-18",901136
"2023-10-06",901137
"2023-07-21",901138
"2023-10-10",901139
"2023-10-13",901140
"2023-08-23",901141
"2023-05-24",901142
"2023-05-30",901143
"2023-06-14",901144
"2023-06-10",901145
"2023-08-08",901146
"2023-07-04",901147
"2023-09-02",901148
"2023-07-06",901149
"2023-06-25",901150
"2023-10-08",901151
"2023-09-01",901152
"2023-10-13",901153
"2023-07-09",901154
"2023-08-02",901155
"2023-07-19",901156
"2023-05-22",901157
"2023-05-17",901158
"2023-09-10",901159
"2023-08-25",901160
"2023-08-13",901161
"2023-04-20",901162
"2023-10-07",901163
"2023-05-22",901164
"2023-07-10",901165
"2023-10-07",901166
"2023-06-18",901167
"2023-06-26",901168
"2023-09-26",901169
"2023-08-25",901170
"2023-04-21",901171
"2023-08-11",901172
"2023-06-27",901173
"2023-08-04",901174
"2023-07-31",901175
"2023-08-23",901176
"2023-05-09",901177
"2023-06-09",901178
"2023-08-24",901179
"2023-09-10",901180
"2023-07-05",901181
"2023-06-22",901182
"2023-04-22",901183
"2023-05-02",901184
"2023-06-30",901185
"2023-08-06",901186
"2023-09-03",901187
"2023-09-02",901188
"2023-05-16",901189
"2023-07-30",901190
"2023-05-30",901191
"2023-08-25",901192
"2023-08-01",901193
"2023-08-17",901194
"2023-10-15",901195
"2023-06-10",901196
"2023-04-19",901197
"2023-05-15",901198
"2023-08-26",901199
"2023-09-03",901200
"2023-06-23",901201
"2023-06-10",901202
"2023-10-08",901203
"2023-07-23",901204
"2023-06-22",901205
"2023-05-20",901206
"2023-07-06",901207
"2023-07-06",901208
"2023-04-28",901209
"2023-06-08",901210
"2023-09-17",901211
"2023-10-05",901212
"2023-07-16",901213
"2023-06-04",901214
"2023-07-21",901215
"2023-06-20",901216
"2023-05-11",901217
"2023-05-09",901218
"2023-08-15",901219
"2023-04-24",901220
"2023-05-02",901221
"2023-07-20",901222
"2023-10-05",901223
"2023-04-24",901224
"2023-07-29",901225
"2023-04-23",901226
"2023-06-04",901227
"2023-06-09",901228
"2023-07-19",901229
"2023-07-01",901230
"2023-06-02",901231
"2023-08-14",901232
"2023-09-13",901233
"2023-06-02",901234
"2023-08-05",901235
"2023-09-19",901236
"2023-08-30",901237
"2023-07-08",901238
"2023-05-27",901239
"2023-10-14",901240
"2023-06-11",901241
"2023-05-03",901242
"2023-04-22",901243
"2023-08-11",901244
"2023-08-19",901245
"2023-05-01",901246
"2023-06-14",901247
"2023-10-15",901248
"2023-10-01",901249
"2023-09-29",901250
"2023-08-18",901251
"2023-09-23",901252
"2023-08-01",901253
"2023-05-17",901254
"2023-09-02",901255
"2023-06-29",901256
"2023-07-14",901257
"2023-09-16",901258
"2023-07-08",901259
"2023-09-06",901260
"2023-05-28",901261
"2023-08-08",901262
"2023-08-06",901263
"2023-06-23",901264
"2023-09-14",901265
"2023-08-13",901266
"2023-10-01",901267
"2023-05-01",901268
